Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Heating,Heating QC,Central Air,Electrical,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Total SF,Total Bathrooms,House Age,Years Since Remodel,Has Pool
158,535353190,50,RL,78.0,17503,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,912.0,GasA,3,Y,SBrkr,0,1458,3,1,3,6,Typ,1,4,Attchd,1948.0,Unf,1.0,330.0,3,3,Y,192,0,0,0,0,0,0,None,None,0,1,2010,WD ,Abnorml,11.487617913343598,2370.0,1.5,62,60,0
1804,528482010,20,FV,100.0,11824,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,298.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1685.0,GasA,5,Y,SBrkr,0,1685,2,1,4,5,Typ,1,4,Attchd,2006.0,Fin,3.0,658.0,3,3,Y,112,63,0,0,0,0,0,None,None,0,4,2007,WD ,Normal,12.441148720271016,3370.0,2.0,1,1,0
2308,526302120,20,RL,,11765,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,302.0,3,3,CBlock,3,3,2,3,1127.0,1,0.0,490.0,GasA,2,Y,SBrkr,0,1797,3,1,3,7,Typ,1,3,Attchd,1957.0,Unf,3.0,963.0,3,3,Y,0,0,0,0,0,0,0,None,None,0,6,2006,WD ,Normal,12.037659911047468,3414.0,1.5,49,49,0
1583,916403230,80,RL,85.0,10200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,219.0,4,3,CBlock,4,3,3,6,783.0,1,0.0,678.0,GasA,5,Y,SBrkr,0,1509,3,1,4,5,Typ,1,2,Attchd,1988.0,RFn,2.0,600.0,3,3,Y,224,0,0,0,0,0,0,None,None,0,8,2008,WD ,Abnorml,12.07254696717504,2970.0,3.0,20,19,0
1193,534201240,60,RL,73.0,8814,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,2Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,2,732.0,1,0.0,0.0,GasA,5,Y,SBrkr,0,1464,4,1,3,7,Typ,0,0,Attchd,1968.0,Unf,2.0,470.0,3,3,Y,0,40,0,0,0,0,0,None,None,0,6,2008,WD ,Normal,11.856522261533737,2196.0,1.5,40,40,0
239,905452110,50,RL,50.0,9350,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,2,1,2,192.0,1,0.0,564.0,GasA,5,Y,SBrkr,362,1531,3,1,3,8,Typ,1,3,Detchd,1947.0,Unf,1.0,209.0,2,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,6,2010,WD ,Normal,11.751950239425476,1925.0,1.0,63,31,0
692,902101010,50,RM,,3950,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,468.0,1,0.0,350.0,GasA,3,Y,SBrkr,0,1224,3,1,3,5,Typ,0,0,Detchd,1926.0,Unf,1.0,210.0,3,3,N,0,0,116,0,0,0,0,None,None,0,12,2009,WD ,Normal,11.652696102959753,2042.0,1.0,83,5,0
1026,527354160,60,RL,80.0,10400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,280.0,3,3,CBlock,4,3,2,1,0.0,1,0.0,738.0,GasA,3,Y,SBrkr,0,2044,3,1,3,7,Min1,1,3,Attchd,1980.0,Unf,2.0,489.0,3,3,Y,28,73,0,0,0,0,0,None,None,0,3,2008,WD ,Normal,12.128116509451258,2782.0,2.5,28,20,0
1908,534478140,90,RL,95.0,11345,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,Gable,Roll,AsbShng,AsbShng,Stone,567.0,3,3,CBlock,3,3,1,3,220.0,1,0.0,708.0,GasA,4,Y,FuseA,0,1920,4,2,3,10,Typ,0,0,Detchd,1948.0,Unf,2.0,400.0,3,2,Y,0,0,0,0,0,0,0,None,None,0,7,2007,WD ,Normal,11.827743504053695,2848.0,2.0,59,57,0
101,533221090,160,FV,,2117,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,4,3,PConc,4,3,1,6,378.0,1,0.0,378.0,GasA,5,Y,SBrkr,0,1573,3,1,4,5,Typ,0,0,Detchd,2000.0,Unf,2.0,440.0,3,3,Y,0,32,0,0,0,0,0,None,None,0,6,2010,WD ,Normal,12.086731521684555,2329.0,2.5,10,10,0
316,916386010,20,RL,88.0,11896,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,60.0,4,3,PConc,4,3,1,6,78.0,1,0.0,1258.0,GasA,5,Y,SBrkr,0,1346,3,1,4,6,Typ,1,3,Attchd,2008.0,Fin,3.0,660.0,3,3,Y,100,48,0,0,0,0,0,None,None,0,5,2010,WD ,Normal,12.301387370778713,2682.0,3.0,2,2,0
863,907250070,20,RL,90.0,11664,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,1234.0,1,0.0,335.0,GasA,5,Y,SBrkr,0,1611,3,1,4,6,Typ,0,0,Attchd,2002.0,RFn,3.0,1231.0,3,3,Y,262,93,0,0,0,0,0,None,None,0,9,2009,WD ,Normal,12.429220196836383,3180.0,3.0,7,7,0
913,909251050,30,RL,64.0,8574,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,Stucco,Stucco,None,0.0,4,3,BrkTil,3,3,1,1,0.0,1,0.0,816.0,GasA,5,Y,SBrkr,0,1232,3,1,4,6,Typ,1,4,Detchd,1916.0,Unf,2.0,440.0,3,3,Y,0,0,180,0,0,0,0,None,None,0,10,2009,WD ,Normal,11.901590234400047,2048.0,1.0,93,9,0
671,535403190,20,RL,62.0,8010,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,9,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,CBlock,3,3,2,6,745.0,1,0.0,206.0,GasA,4,Y,SBrkr,0,951,2,1,4,6,Typ,0,0,Detchd,1985.0,Unf,2.0,480.0,3,3,Y,0,0,42,0,0,0,0,None,Shed,450,9,2009,WD ,Normal,11.874097282798648,1902.0,2.0,51,2,0
768,904351240,50,RL,60.0,9780,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,3,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,585.0,GasA,3,N,FuseA,0,1112,4,1,3,6,Typ,0,0,Detchd,1934.0,Unf,1.0,226.0,1,1,N,0,0,0,0,0,0,0,None,None,0,3,2009,WD ,Normal,11.050905878263567,1697.0,3.0,75,59,0
262,907200340,20,RL,75.0,10650,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,4,3,2,182.0,5,712.0,0.0,GasA,3,Y,SBrkr,0,894,3,1,3,5,Typ,0,0,Attchd,1976.0,Unf,1.0,308.0,3,3,Y,365,0,0,0,0,0,0,MnPrv,None,0,2,2010,WD ,Normal,11.761354623750297,1788.0,2.0,34,34,0
2418,528222010,60,RL,96.0,11631,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,236.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1052.0,GasA,5,Y,SBrkr,0,2373,4,1,4,9,Typ,1,4,BuiltIn,2004.0,Fin,3.0,632.0,3,3,Y,120,46,0,0,0,0,0,None,None,0,6,2006,New,Partial,12.460718739865236,3425.0,2.5,2,1,0
1552,910206110,30,RM,60.0,7392,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,520.0,GasA,3,Y,FuseA,0,912,2,1,3,5,Typ,0,0,Detchd,1934.0,RFn,1.0,360.0,3,3,Y,0,90,0,0,0,0,0,None,None,0,5,2008,WD ,Normal,11.507922973347437,1432.0,1.0,78,13,0
1978,902107050,90,RM,60.0,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,5,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,3,3,CBlock,4,3,4,6,936.0,1,0.0,0.0,GasA,3,Y,SBrkr,0,936,2,1,3,4,Typ,0,0,Detchd,1980.0,Unf,2.0,672.0,3,3,Y,49,0,0,0,0,0,0,None,None,0,8,2007,WD ,Normal,11.849404844423074,1872.0,2.0,27,27,0
1937,535325280,80,RL,60.0,7134,Pave,None,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,5,384.0,1,0.0,0.0,GasA,3,Y,SBrkr,0,1360,3,1,3,6,Min1,1,3,Detchd,1962.0,Unf,2.0,572.0,3,3,Y,0,50,0,0,0,0,0,MnPrv,None,0,2,2007,WD ,Normal,11.775297421715827,1744.0,1.0,52,52,0
180,902206220,50,RM,69.0,11851,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3,3,1,4,780.0,1,0.0,247.0,GasA,5,Y,SBrkr,0,1633,3,1,4,7,Typ,1,4,Detchd,1948.0,Unf,1.0,240.0,3,3,Y,0,100,126,0,0,0,0,None,None,0,6,2010,WD ,Normal,11.767575435251748,2660.0,1.0,62,1,0
2261,916384070,20,RL,68.0,8298,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,583.0,1,0.0,963.0,GasA,5,Y,SBrkr,0,1564,2,1,5,6,Typ,1,4,Attchd,2207.0,RFn,2.0,502.0,3,3,Y,132,0,0,0,0,0,0,None,None,0,9,2007,New,Partial,12.496130643234865,3110.0,2.0,1,0,0
2535,534201260,20,RL,78.0,9360,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,3,3,CBlock,3,3,3,5,760.0,1,0.0,216.0,GasA,3,Y,SBrkr,0,976,2,1,4,4,Typ,1,2,Attchd,1968.0,RFn,2.0,504.0,3,3,Y,94,0,0,0,0,0,0,None,None,0,8,2006,WD ,Abnorml,11.967187086434018,1952.0,2.0,38,2,0
1382,905104180,20,RL,57.0,9764,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,4,702.0,1,0.0,192.0,GasA,5,Y,SBrkr,0,894,3,1,4,5,Typ,0,0,Attchd,1967.0,RFn,2.0,450.0,3,3,Y,0,0,0,0,0,0,0,None,None,0,5,2008,WD ,Normal,11.775297421715827,1788.0,2.0,41,5,0
1095,528290010,60,RL,60.0,15384,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,724.0,1,0.0,64.0,GasA,5,Y,SBrkr,0,1490,3,1,4,8,Typ,1,4,Attchd,2004.0,Fin,2.0,388.0,3,3,Y,100,75,0,0,0,0,0,None,None,0,2,2008,WD ,Normal,12.122696471358964,2278.0,3.5,4,3,0
2016,903232100,50,RM,52.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,966.0,GasA,5,Y,SBrkr,0,1426,3,1,3,6,Typ,1,4,Detchd,1930.0,Unf,1.0,230.0,2,3,Y,174,0,96,0,0,0,0,GdPrv,None,0,7,2007,WD ,Normal,11.788669056507631,2392.0,1.0,77,15,0
481,528250020,60,RL,,8965,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,652.0,1,0.0,130.0,GasA,5,Y,SBrkr,0,1489,3,1,4,8,Typ,1,4,Attchd,2003.0,Fin,2.0,400.0,3,3,Y,0,75,0,0,0,0,0,None,None,0,6,2009,WD ,Normal,12.165255859329688,2271.0,3.5,6,6,0
959,916382010,60,RL,83.0,13159,Pave,None,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,3,3,1,0.0,1,0.0,846.0,GasA,4,Y,SBrkr,0,1692,3,1,4,6,Typ,0,0,Attchd,2009.0,RFn,2.0,650.0,3,3,Y,208,114,0,0,0,0,0,None,None,0,7,2009,New,Partial,12.32163544049751,2538.0,2.5,0,0,0
2229,909475050,20,RL,,20693,Pave,None,IR1,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,652.0,3,3,CBlock,4,3,1,3,434.0,1,0.0,1262.0,GasA,5,Y,SBrkr,0,1696,3,1,3,7,Typ,2,3,Attchd,1971.0,Fin,2.0,625.0,3,3,Y,0,146,0,0,0,0,0,GdWo,None,0,2,2007,WD ,Normal,12.19602736016897,3392.0,2.0,36,36,0
2378,527455100,160,RL,24.0,2179,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4,3,1,5,70.0,1,0.0,785.0,GasA,4,Y,SBrkr,0,1456,3,1,3,6,Typ,1,3,Attchd,1976.0,RFn,2.0,460.0,3,3,Y,0,28,0,0,0,0,0,None,None,0,7,2006,WD ,Normal,11.87757552297847,2311.0,2.5,30,30,0
2205,909254100,70,RL,53.0,7155,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,686.0,GasA,3,Y,SBrkr,0,1461,3,1,3,6,Typ,1,4,Detchd,1926.0,Unf,1.0,225.0,3,3,N,0,0,116,0,0,0,0,MnPrv,None,0,7,2007,WD ,Normal,11.813037464800539,2147.0,1.0,81,16,0
2783,907201160,60,RL,50.0,8340,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,HdBoard,Plywood,BrkFace,62.0,3,3,CBlock,4,3,3,6,509.0,1,0.0,166.0,GasA,3,Y,SBrkr,0,1388,3,1,3,6,Typ,0,0,Attchd,1977.0,Unf,1.0,317.0,3,3,Y,406,36,0,0,0,0,0,None,None,0,12,2006,WD ,Normal,11.967187086434018,2063.0,1.5,29,29,0
1451,907203090,20,RL,88.0,7990,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,1,1,0.0,1,0.0,924.0,GasA,3,Y,SBrkr,0,924,3,1,3,5,Typ,0,0,Detchd,1981.0,Unf,1.0,280.0,3,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,4,2008,WD ,Normal,11.608244735642321,1848.0,1.0,33,33,0
2358,527377030,20,RL,78.0,10140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,3,3,CBlock,3,3,1,5,663.0,2,377.0,0.0,GasA,2,Y,SBrkr,0,1309,3,1,4,5,Typ,1,2,Attchd,1974.0,RFn,2.0,484.0,3,3,Y,265,0,0,0,0,648,2,GdPrv,None,0,1,2006,WD ,Normal,12.10625783509458,2349.0,2.5,32,7,1
1608,923400040,50,RL,75.0,12508,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,2,5,660.0,1,0.0,323.0,GasA,5,Y,SBrkr,0,1750,4,1,3,7,Mod,0,0,Attchd,1989.0,Unf,1.0,423.0,3,3,Y,245,0,156,0,0,0,0,None,Shed,1300,7,2008,WD ,Normal,11.982935344196433,2733.0,3.0,68,23,0
820,906340110,20,RL,79.0,10637,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,336.0,4,3,PConc,5,3,4,6,1288.0,1,0.0,417.0,GasA,5,Y,SBrkr,0,1718,3,1,4,7,Typ,1,4,Attchd,2007.0,RFn,3.0,826.0,3,3,Y,208,44,0,0,0,0,0,None,None,0,9,2009,WD ,Normal,12.601490784782536,3423.0,3.0,2,1,0
1810,531376060,20,RL,65.0,7441,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1461.0,GasA,5,Y,SBrkr,0,1486,3,1,4,7,Typ,0,0,Attchd,2006.0,RFn,2.0,566.0,3,3,Y,0,32,0,0,0,0,0,None,None,0,6,2007,WD ,Normal,12.10625783509458,2947.0,2.0,1,1,0
1802,528480020,60,FV,84.0,10207,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,874.0,GasA,5,Y,SBrkr,0,1761,3,1,4,7,Typ,0,0,Attchd,2007.0,Fin,2.0,578.0,3,3,Y,144,105,0,0,0,0,0,None,None,0,8,2007,New,Partial,12.336556900342153,2635.0,3.0,0,0,0
694,902103100,50,RM,68.0,4080,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,901.0,GasA,4,Y,SBrkr,0,1378,3,1,4,6,Typ,0,0,Detchd,1920.0,Unf,1.0,162.0,2,2,P,54,0,40,0,0,0,0,None,None,0,6,2009,WD ,Normal,11.766799946849087,2279.0,1.0,74,11,0
2889,914476050,90,RL,78.0,10530,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,3,3,CBlock,4,3,4,6,975.0,1,0.0,0.0,GasA,3,Y,SBrkr,0,1004,2,1,3,4,Typ,0,0,Attchd,1977.0,Unf,2.0,504.0,3,3,Y,0,0,0,0,0,0,0,None,None,0,5,2006,WD ,Normal,11.813037464800539,1979.0,2.0,29,29,0
875,907285050,60,RL,70.0,8750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,880.0,GasA,5,Y,SBrkr,0,1716,2,1,4,7,Typ,1,3,Attchd,1996.0,RFn,2.0,512.0,3,3,Y,0,120,0,0,0,0,0,None,None,0,7,2009,WD ,Normal,12.160033942617156,2596.0,2.5,13,13,0
248,906223090,60,RL,80.0,9938,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,4,3,PConc,4,3,1,6,750.0,1,0.0,300.0,GasA,5,Y,SBrkr,0,1949,3,1,4,8,Typ,1,3,Attchd,1993.0,Fin,2.0,574.0,3,3,Y,156,90,0,0,0,0,0,GdPrv,None,0,6,2010,WD ,Normal,12.371591321286905,2999.0,3.5,17,16,0
1414,905476120,50,RL,50.0,8405,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,4,1,3,241.0,4,391.0,229.0,GasA,5,Y,SBrkr,0,1367,4,1,3,7,Typ,0,0,Detchd,1978.0,Unf,1.0,384.0,3,3,Y,0,130,112,0,0,0,0,MnPrv,None,0,4,2008,WD ,Normal,11.686887175419702,2228.0,2.0,108,58,0
1331,903206070,50,RL,,7010,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,3,175.0,1,0.0,849.0,GasA,3,Y,SBrkr,0,1738,3,1,3,6,Typ,1,4,Detchd,1950.0,Unf,1.0,240.0,3,3,P,0,30,0,0,0,0,0,None,None,0,7,2008,WD ,Normal,11.938199736300925,2762.0,2.0,73,58,0
2009,903206170,50,RL,70.0,8737,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,BrkTil,4,3,1,3,300.0,1,0.0,765.0,GasA,5,Y,FuseA,0,1635,3,1,3,6,Typ,1,4,Detchd,1950.0,Unf,2.0,440.0,3,3,Y,0,38,0,144,0,0,0,None,None,0,5,2007,WD ,Normal,12.25486757159303,2700.0,1.5,84,57,0
1948,535376010,45,RL,55.0,5500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,882.0,GasA,5,Y,SBrkr,0,882,1,1,3,4,Typ,0,0,None,1956.0,None,0.0,0.0,0,0,Y,0,0,0,0,0,0,0,MnPrv,None,0,4,2007,WD ,Normal,11.544433821905134,1764.0,1.0,51,51,0
348,527108070,20,RL,42.0,14892,Pave,None,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,VinylSd,VinylSd,Stone,160.0,5,3,PConc,5,3,4,6,1320.0,1,0.0,426.0,GasA,5,Y,SBrkr,0,1746,3,1,5,7,Typ,2,4,Attchd,2006.0,Fin,3.0,758.0,3,3,Y,201,39,0,0,0,0,0,None,None,0,10,2009,WD ,Normal,12.84132849667433,3492.0,3.0,3,2,0
927,909282130,20,RL,70.0,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,5,6,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,4,BrkTil,3,3,2,3,154.0,5,694.0,264.0,GasA,5,Y,SBrkr,0,1112,2,1,3,6,Typ,1,4,Attchd,1954.0,Unf,1.0,390.0,3,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,10,2009,WD ,Family,11.883115664987255,2224.0,2.0,55,55,0
1682,527453010,160,RL,24.0,2308,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,6,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4,3,1,5,556.0,1,0.0,248.0,GasA,3,Y,SBrkr,0,1548,3,1,4,7,Typ,1,3,Detchd,1976.0,Unf,2.0,440.0,3,3,Y,48,0,0,0,0,0,0,None,None,0,7,2007,WD ,Normal,11.951186847493476,2352.0,3.5,31,31,0
2224,909428180,20,RL,,25485,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,4,Gable,CompShg,Wd Sdng,MetalSd,BrkFace,423.0,3,2,CBlock,3,4,2,2,540.0,3,1020.0,0.0,GasA,3,Y,SBrkr,0,1560,3,1,3,6,Typ,3,3,Attchd,1960.0,RFn,2.0,580.0,3,3,Y,0,75,584,0,0,0,0,None,None,0,5,2007,WD ,Normal,12.211065162153215,3120.0,1.5,47,47,0
656,535375050,50,RL,60.0,10410,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,2,3,1,1,0.0,1,0.0,660.0,GasA,5,Y,SBrkr,144,1656,3,1,3,8,Min2,0,0,Detchd,1916.0,Unf,1.0,180.0,2,2,N,0,0,0,140,0,0,0,MnPrv,None,0,8,2009,WD ,Normal,11.813037464800539,2172.0,2.5,93,22,0
2597,535376090,20,RL,90.0,5400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,3,415.0,1,0.0,418.0,GasA,5,Y,SBrkr,0,833,2,1,4,4,Typ,0,0,Detchd,1955.0,Unf,1.0,326.0,3,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,8,2006,WD ,Normal,11.669937760751914,1666.0,1.0,52,6,0
